Kod;Nazwa;Wiek;Rok;Wartosc;Jednostka miary;Atrybut
2802011;Braniewo (1);w wieku produkcyjnym;2022;59,0;%; 
2802022;Braniewo (2);w wieku przedprodukcyjnym;2015;19,8;%; 
2802022;Braniewo (2);w wieku przedprodukcyjnym;2022;17,9;%; 
2802022;Braniewo (2);w wieku produkcyjnym;2015;66,7;%; 
2802022;Braniewo (2);w wieku produkcyjnym;2022;62,6;%; 
2802033;Frombork (3);w wieku przedprodukcyjnym;2015;16,5;%; 
2802033;Frombork (3);w wieku przedprodukcyjnym;2022;15,7;%; 
2802033;Frombork (3);w wieku produkcyjnym;2015;65,3;%; 
2802033;Frombork (3);w wieku produkcyjnym;2022;58,8;%; 
2802034;Frombork - miasto (4);w wieku przedprodukcyjnym;2015;15,2;%; 
2802034;Frombork - miasto (4);w wieku przedprodukcyjnym;2022;15,0;%; 
2802034;Frombork - miasto (4);w wieku produkcyjnym;2015;65,2;%; 
2802034;Frombork - miasto (4);w wieku produkcyjnym;2022;56,6;%; 
2802035;Frombork - obszar wiejski (5);w wieku przedprodukcyjnym;2015;18,9;%; 
2802035;Frombork - obszar wiejski (5);w wieku przedprodukcyjnym;2022;17,2;%; 
2802035;Frombork - obszar wiejski (5);w wieku produkcyjnym;2015;65,5;%; 
2802035;Frombork - obszar wiejski (5);w wieku produkcyjnym;2022;63,3;%; 
2802042;Lelkowo (2);w wieku przedprodukcyjnym;2015;16,7;%; 
2802042;Lelkowo (2);w wieku przedprodukcyjnym;2022;15,2;%; 
2802042;Lelkowo (2);w wieku produkcyjnym;2015;66,2;%; 
2802042;Lelkowo (2);w wieku produkcyjnym;2022;62,4;%; 
2802053;Pieniężno (3);w wieku przedprodukcyjnym;2015;16,2;%; 
2802053;Pieniężno (3);w wieku przedprodukcyjnym;2022;15,3;%; 
2802053;Pieniężno (3);w wieku produkcyjnym;2015;66,2;%; 
2802053;Pieniężno (3);w wieku produkcyjnym;2022;59,8;%; 
2802054;Pieniężno - miasto (4);w wieku przedprodukcyjnym;2015;14,6;%; 
2802054;Pieniężno - miasto (4);w wieku przedprodukcyjnym;2022;13,6;%; 
2802054;Pieniężno - miasto (4);w wieku produkcyjnym;2015;67,4;%; 
2802054;Pieniężno - miasto (4);w wieku produkcyjnym;2022;57,1;%; 
2802055;Pieniężno - obszar wiejski (5);w wieku przedprodukcyjnym;2015;17,4;%; 
2802055;Pieniężno - obszar wiejski (5);w wieku przedprodukcyjnym;2022;16,6;%; 
2802055;Pieniężno - obszar wiejski (5);w wieku produkcyjnym;2015;65,2;%; 
2802055;Pieniężno - obszar wiejski (5);w wieku produkcyjnym;2022;62,0;%; 
2802062;Płoskinia (2);w wieku przedprodukcyjnym;2015;20,7;%; 
2802062;Płoskinia (2);w wieku przedprodukcyjnym;2022;20,4;%; 
2802062;Płoskinia (2);w wieku produkcyjnym;2015;63,3;%; 
2802062;Płoskinia (2);w wieku produkcyjnym;2022;61,1;%; 
2802072;Wilczęta (2);w wieku przedprodukcyjnym;2015;19,0;%; 
2802072;Wilczęta (2);w wieku przedprodukcyjnym;2022;18,8;%; 
2802072;Wilczęta (2);w wieku produkcyjnym;2015;64,4;%; 
2802072;Wilczęta (2);w wieku produkcyjnym;2022;59,1;%; 
2803011;Działdowo (1);w wieku przedprodukcyjnym;2015;17,8;%; 
2803011;Działdowo (1);w wieku przedprodukcyjnym;2022;17,9;%; 
2803011;Działdowo (1);w wieku produkcyjnym;2015;64,3;%; 
2803011;Działdowo (1);w wieku produkcyjnym;2022;58,0;%; 
2803022;Działdowo (2);w wieku przedprodukcyjnym;2015;23,1;%; 
2803022;Działdowo (2);w wieku przedprodukcyjnym;2022;22,2;%; 
2803022;Działdowo (2);w wieku produkcyjnym;2015;63,1;%; 
2803022;Działdowo (2);w wieku produkcyjnym;2022;60,6;%; 
2803032;Iłowo-Osada (2);w wieku przedprodukcyjnym;2015;20,8;%; 
2803032;Iłowo-Osada (2);w wieku przedprodukcyjnym;2022;20,8;%; 
2803032;Iłowo-Osada (2);w wieku produkcyjnym;2015;62,4;%; 
2803032;Iłowo-Osada (2);w wieku produkcyjnym;2022;58,5;%; 
2803043;Lidzbark (3);w wieku przedprodukcyjnym;2015;19,4;%; 
2803043;Lidzbark (3);w wieku przedprodukcyjnym;2022;19,0;%; 
2803043;Lidzbark (3);w wieku produkcyjnym;2015;63,0;%; 
2803043;Lidzbark (3);w wieku produkcyjnym;2022;58,7;%; 
2803044;Lidzbark - miasto (4);w wieku przedprodukcyjnym;2015;18,0;%; 
2803044;Lidzbark - miasto (4);w wieku przedprodukcyjnym;2022;17,6;%; 
2803044;Lidzbark - miasto (4);w wieku produkcyjnym;2015;62,8;%; 
2803044;Lidzbark - miasto (4);w wieku produkcyjnym;2022;57,1;%; 
2803045;Lidzbark - obszar wiejski (5);w wieku przedprodukcyjnym;2015;21,2;%; 
2803045;Lidzbark - obszar wiejski (5);w wieku przedprodukcyjnym;2022;20,7;%; 
2803045;Lidzbark - obszar wiejski (5);w wieku produkcyjnym;2015;63,3;%; 
2803045;Lidzbark - obszar wiejski (5);w wieku produkcyjnym;2022;60,6;%; 
2803052;Płośnica (2);w wieku przedprodukcyjnym;2015;20,4;%; 
2803052;Płośnica (2);w wieku przedprodukcyjnym;2022;18,8;%; 
2803052;Płośnica (2);w wieku produkcyjnym;2015;61,8;%; 
2803052;Płośnica (2);w wieku produkcyjnym;2022;59,1;%; 
2803062;Rybno (2);w wieku przedprodukcyjnym;2015;21,1;%; 
2803062;Rybno (2);w wieku przedprodukcyjnym;2022;20,6;%; 
2803062;Rybno (2);w wieku produkcyjnym;2015;63,8;%; 
2803062;Rybno (2);w wieku produkcyjnym;2022;60,1;%; 
2804012;Elbląg (2);w wieku przedprodukcyjnym;2015;20,6;%; 
2804012;Elbląg (2);w wieku przedprodukcyjnym;2022;19,8;%; 
2804012;Elbląg (2);w wieku produkcyjnym;2015;66,0;%; 
2804012;Elbląg (2);w wieku produkcyjnym;2022;61,4;%; 
2804022;Godkowo (2);w wieku przedprodukcyjnym;2015;19,3;%; 
2804022;Godkowo (2);w wieku przedprodukcyjnym;2022;18,1;%; 
2804022;Godkowo (2);w wieku produkcyjnym;2015;62,3;%; 
2804022;Godkowo (2);w wieku produkcyjnym;2022;58,9;%; 
2804032;Gronowo Elbląskie (2);w wieku przedprodukcyjnym;2015;20,7;%; 
2804032;Gronowo Elbląskie (2);w wieku przedprodukcyjnym;2022;19,9;%; 
2804032;Gronowo Elbląskie (2);w wieku produkcyjnym;2015;65,8;%; 
2804032;Gronowo Elbląskie (2);w wieku produkcyjnym;2022;60,1;%; 
2804042;Markusy (2);w wieku przedprodukcyjnym;2015;22,4;%; 
2804042;Markusy (2);w wieku przedprodukcyjnym;2022;20,6;%; 
2804042;Markusy (2);w wieku produkcyjnym;2015;64,1;%; 
2804042;Markusy (2);w wieku produkcyjnym;2022;62,4;%; 
2804052;Milejewo (2);w wieku przedprodukcyjnym;2015;20,8;%; 
2804052;Milejewo (2);w wieku przedprodukcyjnym;2022;19,9;%; 
2804052;Milejewo (2);w wieku produkcyjnym;2015;66,5;%; 
2804052;Milejewo (2);w wieku produkcyjnym;2022;61,8;%; 
2804063;Młynary (3);w wieku przedprodukcyjnym;2015;19,9;%; 
2804063;Młynary (3);w wieku przedprodukcyjnym;2022;17,5;%; 
2804063;Młynary (3);w wieku produkcyjnym;2015;63,6;%; 
2804063;Młynary (3);w wieku produkcyjnym;2022;61,9;%; 
2804064;Młynary - miasto (4);w wieku przedprodukcyjnym;2015;19,4;%; 
2804064;Młynary - miasto (4);w wieku przedprodukcyjnym;2022;17,3;%; 
2804064;Młynary - miasto (4);w wieku produkcyjnym;2015;64,2;%; 
2804064;Młynary - miasto (4);w wieku produkcyjnym;2022;60,5;%; 
2804065;Młynary - obszar wiejski (5);w wieku przedprodukcyjnym;2015;20,2;%; 
2804065;Młynary - obszar wiejski (5);w wieku przedprodukcyjnym;2022;17,7;%; 
2804065;Młynary - obszar wiejski (5);w wieku produkcyjnym;2015;63,2;%; 
2804065;Młynary - obszar wiejski (5);w wieku produkcyjnym;2022;62,8;%; 
2804073;Pasłęk (3);w wieku przedprodukcyjnym;2015;19,0;%; 
2804073;Pasłęk (3);w wieku przedprodukcyjnym;2022;18,8;%; 
2804073;Pasłęk (3);w wieku produkcyjnym;2015;63,5;%; 
2804073;Pasłęk (3);w wieku produkcyjnym;2022;58,7;%; 
2804074;Pasłęk - miasto (4);w wieku przedprodukcyjnym;2015;17,9;%; 
2804074;Pasłęk - miasto (4);w wieku przedprodukcyjnym;2022;18,1;%; 
2804074;Pasłęk - miasto (4);w wieku produkcyjnym;2015;62,8;%; 
2804074;Pasłęk - miasto (4);w wieku produkcyjnym;2022;56,9;%; 
2804075;Pasłęk - obszar wiejski (5);w wieku przedprodukcyjnym;2015;21,0;%; 
2804075;Pasłęk - obszar wiejski (5);w wieku przedprodukcyjnym;2022;19,9;%; 
2804075;Pasłęk - obszar wiejski (5);w wieku produkcyjnym;2015;64,8;%; 
2804075;Pasłęk - obszar wiejski (5);w wieku produkcyjnym;2022;61,8;%; 
2804082;Rychliki (2);w wieku przedprodukcyjnym;2015;19,5;%; 
2804082;Rychliki (2);w wieku przedprodukcyjnym;2022;17,7;%; 
2804082;Rychliki (2);w wieku produkcyjnym;2015;63,4;%; 
2804082;Rychliki (2);w wieku produkcyjnym;2022;59,7;%; 
2804093;Tolkmicko (3);w wieku przedprodukcyjnym;2015;19,6;%; 
2804093;Tolkmicko (3);w wieku przedprodukcyjnym;2022;17,3;%; 
2804093;Tolkmicko (3);w wieku produkcyjnym;2015;63,3;%; 
2804093;Tolkmicko (3);w wieku produkcyjnym;2022;59,5;%; 
2804094;Tolkmicko - miasto (4);w wieku przedprodukcyjnym;2015;17,5;%; 
2804094;Tolkmicko - miasto (4);w wieku przedprodukcyjnym;2022;15,6;%; 
2804094;Tolkmicko - miasto (4);w wieku produkcyjnym;2015;63,6;%; 
2804094;Tolkmicko - miasto (4);w wieku produkcyjnym;2022;58,1;%; 
2804095;Tolkmicko - obszar wiejski (5);w wieku przedprodukcyjnym;2015;20,9;%; 
2804095;Tolkmicko - obszar wiejski (5);w wieku przedprodukcyjnym;2022;18,5;%; 
2804095;Tolkmicko - obszar wiejski (5);w wieku produkcyjnym;2015;63,0;%; 
2804095;Tolkmicko - obszar wiejski (5);w wieku produkcyjnym;2022;60,5;%; 
2805011;Ełk (1);w wieku przedprodukcyjnym;2015;19,5;%; 
2805011;Ełk (1);w wieku przedprodukcyjnym;2022;19,6;%; 
2805011;Ełk (1);w wieku produkcyjnym;2015;64,0;%; 
2805011;Ełk (1);w wieku produkcyjnym;2022;59,1;%; 
2805022;Ełk (2);w wieku przedprodukcyjnym;2015;20,4;%; 
2805022;Ełk (2);w wieku przedprodukcyjnym;2022;20,7;%; 
2805022;Ełk (2);w wieku produkcyjnym;2015;65,2;%; 
2805022;Ełk (2);w wieku produkcyjnym;2022;62,4;%; 
2805032;Kalinowo (2);w wieku przedprodukcyjnym;2015;20,4;%; 
2805032;Kalinowo (2);w wieku przedprodukcyjnym;2022;18,2;%; 
2805032;Kalinowo (2);w wieku produkcyjnym;2015;64,5;%; 
2805032;Kalinowo (2);w wieku produkcyjnym;2022;61,6;%; 
2805042;Prostki (2);w wieku przedprodukcyjnym;2015;21,1;%; 
2805042;Prostki (2);w wieku przedprodukcyjnym;2022;19,7;%; 
2805042;Prostki (2);w wieku produkcyjnym;2015;64,5;%; 
2805042;Prostki (2);w wieku produkcyjnym;2022;61,4;%; 
2805052;Stare Juchy (2);w wieku przedprodukcyjnym;2015;19,5;%; 
2805052;Stare Juchy (2);w wieku przedprodukcyjnym;2022;15,2;%; 
2805052;Stare Juchy (2);w wieku produkcyjnym;2015;63,4;%; 
2805052;Stare Juchy (2);w wieku produkcyjnym;2022;62,5;%; 
2806011;Giżycko (1);w wieku przedprodukcyjnym;2015;16,9;%; 
2806011;Giżycko (1);w wieku przedprodukcyjnym;2022;16,7;%; 
2806011;Giżycko (1);w wieku produkcyjnym;2015;62,1;%; 
2806011;Giżycko (1);w wieku produkcyjnym;2022;57,4;%; 
2806042;Giżycko (2);w wieku przedprodukcyjnym;2015;18,9;%; 
2806042;Giżycko (2);w wieku przedprodukcyjnym;2022;19,7;%; 
2806042;Giżycko (2);w wieku produkcyjnym;2015;66,4;%; 
2806042;Giżycko (2);w wieku produkcyjnym;2022;60,8;%; 
2806052;Kruklanki (2);w wieku przedprodukcyjnym;2015;19,4;%; 
2806052;Kruklanki (2);w wieku przedprodukcyjnym;2022;18,8;%; 
2806052;Kruklanki (2);w wieku produkcyjnym;2015;65,0;%; 
2806052;Kruklanki (2);w wieku produkcyjnym;2022;60,2;%; 
2806062;Miłki (2);w wieku przedprodukcyjnym;2015;19,8;%; 
2806062;Miłki (2);w wieku przedprodukcyjnym;2022;18,4;%; 
2806062;Miłki (2);w wieku produkcyjnym;2015;63,9;%; 
2806062;Miłki (2);w wieku produkcyjnym;2022;60,5;%; 
2806083;Ryn (3);w wieku przedprodukcyjnym;2015;17,7;%; 
2806083;Ryn (3);w wieku przedprodukcyjnym;2022;17,4;%; 
2806083;Ryn (3);w wieku produkcyjnym;2015;65,3;%; 
2806083;Ryn (3);w wieku produkcyjnym;2022;59,6;%; 
2806084;Ryn - miasto (4);w wieku przedprodukcyjnym;2015;16,6;%; 
2806084;Ryn - miasto (4);w wieku przedprodukcyjnym;2022;15,9;%; 
2806084;Ryn - miasto (4);w wieku produkcyjnym;2015;65,9;%; 
2806084;Ryn - miasto (4);w wieku produkcyjnym;2022;58,5;%; 
2806085;Ryn - obszar wiejski (5);w wieku przedprodukcyjnym;2015;18,7;%; 
2806085;Ryn - obszar wiejski (5);w wieku przedprodukcyjnym;2022;18,9;%; 
2806085;Ryn - obszar wiejski (5);w wieku produkcyjnym;2015;64,7;%; 
2806085;Ryn - obszar wiejski (5);w wieku produkcyjnym;2022;60,6;%; 
2806102;Wydminy (2);w wieku przedprodukcyjnym;2015;18,7;%; 
2806102;Wydminy (2);w wieku przedprodukcyjnym;2022;18,1;%; 
2806102;Wydminy (2);w wieku produkcyjnym;2015;63,4;%; 
2806102;Wydminy (2);w wieku produkcyjnym;2022;60,0;%; 
2807011;Iława (1);w wieku przedprodukcyjnym;2015;17,5;%; 
2807011;Iława (1);w wieku przedprodukcyjnym;2022;17,5;%; 
2807011;Iława (1);w wieku produkcyjnym;2015;62,2;%; 
2807011;Iława (1);w wieku produkcyjnym;2022;56,5;%; 
2807021;Lubawa (1);w wieku przedprodukcyjnym;2015;21,4;%; 
2807021;Lubawa (1);w wieku przedprodukcyjnym;2022;22,2;%; 
2807021;Lubawa (1);w wieku produkcyjnym;2015;61,9;%; 
2807021;Lubawa (1);w wieku produkcyjnym;2022;59,1;%; 
2807032;Iława (2);w wieku przedprodukcyjnym;2015;22,4;%; 
2807032;Iława (2);w wieku przedprodukcyjnym;2022;23,0;%; 
2807032;Iława (2);w wieku produkcyjnym;2015;65,1;%; 
2807032;Iława (2);w wieku produkcyjnym;2022;61,4;%; 
2807043;Kisielice (3);w wieku przedprodukcyjnym;2015;20,6;%; 
2807043;Kisielice (3);w wieku przedprodukcyjnym;2022;20,1;%; 
2807043;Kisielice (3);w wieku produkcyjnym;2015;64,1;%; 
2807043;Kisielice (3);w wieku produkcyjnym;2022;59,5;%; 
2807044;Kisielice - miasto (4);w wieku przedprodukcyjnym;2015;17,2;%; 
2807044;Kisielice - miasto (4);w wieku przedprodukcyjnym;2022;18,9;%; 
2807044;Kisielice - miasto (4);w wieku produkcyjnym;2015;66,4;%; 
2807044;Kisielice - miasto (4);w wieku produkcyjnym;2022;58,9;%; 
2807045;Kisielice - obszar wiejski (5);w wieku przedprodukcyjnym;2015;22,4;%; 
2807045;Kisielice - obszar wiejski (5);w wieku przedprodukcyjnym;2022;20,8;%; 
2807045;Kisielice - obszar wiejski (5);w wieku produkcyjnym;2015;62,9;%; 
2807045;Kisielice - obszar wiejski (5);w wieku produkcyjnym;2022;59,9;%; 
2807052;Lubawa (2);w wieku przedprodukcyjnym;2015;23,0;%; 
2807052;Lubawa (2);w wieku przedprodukcyjnym;2022;22,7;%; 
2807052;Lubawa (2);w wieku produkcyjnym;2015;62,6;%; 
2807052;Lubawa (2);w wieku produkcyjnym;2022;59,9;%; 
2807063;Susz (3);w wieku przedprodukcyjnym;2015;21,3;%; 
2807063;Susz (3);w wieku przedprodukcyjnym;2022;20,7;%; 
2807063;Susz (3);w wieku produkcyjnym;2015;64,1;%; 
2807063;Susz (3);w wieku produkcyjnym;2022;59,4;%; 
2807064;Susz - miasto (4);w wieku przedprodukcyjnym;2015;18,6;%; 
2807064;Susz - miasto (4);w wieku przedprodukcyjnym;2022;18,5;%; 
2807064;Susz - miasto (4);w wieku produkcyjnym;2015;64,7;%; 
2807064;Susz - miasto (4);w wieku produkcyjnym;2022;58,1;%; 
2807065;Susz - obszar wiejski (5);w wieku przedprodukcyjnym;2015;23,5;%; 
2807065;Susz - obszar wiejski (5);w wieku przedprodukcyjnym;2022;22,5;%; 
2807065;Susz - obszar wiejski (5);w wieku produkcyjnym;2015;63,6;%; 
2807065;Susz - obszar wiejski (5);w wieku produkcyjnym;2022;60,4;%; 
2807073;Zalewo (3);w wieku przedprodukcyjnym;2015;18,8;%; 
2807073;Zalewo (3);w wieku przedprodukcyjnym;2022;17,2;%; 
2807073;Zalewo (3);w wieku produkcyjnym;2015;64,3;%; 
2807073;Zalewo (3);w wieku produkcyjnym;2022;60,6;%; 
2807074;Zalewo - miasto (4);w wieku przedprodukcyjnym;2015;15,9;%; 
2807074;Zalewo - miasto (4);w wieku przedprodukcyjnym;2022;15,0;%; 
2807074;Zalewo - miasto (4);w wieku produkcyjnym;2015;66,6;%; 
2807074;Zalewo - miasto (4);w wieku produkcyjnym;2022;59,4;%; 
2807075;Zalewo - obszar wiejski (5);w wieku przedprodukcyjnym;2015;20,2;%; 
2807075;Zalewo - obszar wiejski (5);w wieku przedprodukcyjnym;2022;18,3;%; 
2807075;Zalewo - obszar wiejski (5);w wieku produkcyjnym;2015;63,3;%; 
2807075;Zalewo - obszar wiejski (5);w wieku produkcyjnym;2022;61,2;%; 
2808011;Kętrzyn (1);w wieku przedprodukcyjnym;2015;16,0;%; 
2808011;Kętrzyn (1);w wieku przedprodukcyjnym;2022;16,3;%; 
2808011;Kętrzyn (1);w wieku produkcyjnym;2015;62,6;%; 
2808011;Kętrzyn (1);w wieku produkcyjnym;2022;56,0;%; 
2808022;Barciany (2);w wieku przedprodukcyjnym;2015;18,4;%; 
2808022;Barciany (2);w wieku przedprodukcyjnym;2022;18,0;%; 
2808022;Barciany (2);w wieku produkcyjnym;2015;64,6;%; 
2808022;Barciany (2);w wieku produkcyjnym;2022;59,6;%; 
2808032;Kętrzyn (2);w wieku przedprodukcyjnym;2015;20,6;%; 
2808032;Kętrzyn (2);w wieku przedprodukcyjnym;2022;20,3;%; 
2808032;Kętrzyn (2);w wieku produkcyjnym;2015;64,8;%; 
2808032;Kętrzyn (2);w wieku produkcyjnym;2022;60,5;%; 
2808043;Korsze (3);w wieku przedprodukcyjnym;2015;18,2;%; 
2808043;Korsze (3);w wieku przedprodukcyjnym;2022;17,2;%; 
2808043;Korsze (3);w wieku produkcyjnym;2015;65,7;%; 
2808043;Korsze (3);w wieku produkcyjnym;2022;60,5;%; 
2808044;Korsze - miasto (4);w wieku przedprodukcyjnym;2015;15,8;%; 
2808044;Korsze - miasto (4);w wieku przedprodukcyjnym;2022;16,1;%; 
2808044;Korsze - miasto (4);w wieku produkcyjnym;2015;65,2;%; 
2808044;Korsze - miasto (4);w wieku produkcyjnym;2022;58,1;%; 
2808045;Korsze - obszar wiejski (5);w wieku przedprodukcyjnym;2015;20,1;%; 
2808045;Korsze - obszar wiejski (5);w wieku przedprodukcyjnym;2022;18,1;%; 
2808045;Korsze - obszar wiejski (5);w wieku produkcyjnym;2015;66,1;%; 
2808045;Korsze - obszar wiejski (5);w wieku produkcyjnym;2022;62,5;%; 
2808053;Reszel (3);w wieku przedprodukcyjnym;2015;15,5;%; 
2808053;Reszel (3);w wieku przedprodukcyjnym;2022;16,2;%; 
2808053;Reszel (3);w wieku produkcyjnym;2015;63,3;%; 
2808053;Reszel (3);w wieku produkcyjnym;2022;56,9;%; 
2808054;Reszel - miasto (4);w wieku przedprodukcyjnym;2015;14,0;%; 
2808054;Reszel - miasto (4);w wieku przedprodukcyjnym;2022;17,0;%; 
2808054;Reszel - miasto (4);w wieku produkcyjnym;2015;63,0;%; 
2808054;Reszel - miasto (4);w wieku produkcyjnym;2022;54,1;%; 
2808055;Reszel - obszar wiejski (5);w wieku przedprodukcyjnym;2015;17,9;%; 
2808055;Reszel - obszar wiejski (5);w wieku przedprodukcyjnym;2022;14,9;%; 
2808055;Reszel - obszar wiejski (5);w wieku produkcyjnym;2015;63,7;%; 
2808055;Reszel - obszar wiejski (5);w wieku produkcyjnym;2022;61,1;%; 
2808062;Srokowo (2);w wieku przedprodukcyjnym;2015;17,4;%; 
2808062;Srokowo (2);w wieku przedprodukcyjnym;2022;16,1;%; 
2808062;Srokowo (2);w wieku produkcyjnym;2015;65,6;%; 
2808062;Srokowo (2);w wieku produkcyjnym;2022;60,3;%; 
2809011;Lidzbark Warmiński (1);w wieku przedprodukcyjnym;2015;17,0;%; 
2809011;Lidzbark Warmiński (1);w wieku przedprodukcyjnym;2022;16,5;%; 
2809011;Lidzbark Warmiński (1);w wieku produkcyjnym;2015;62,5;%; 
2809011;Lidzbark Warmiński (1);w wieku produkcyjnym;2022;57,3;%; 
2809022;Kiwity (2);w wieku przedprodukcyjnym;2015;17,4;%; 
2809022;Kiwity (2);w wieku przedprodukcyjnym;2022;18,7;%; 
2809022;Kiwity (2);w wieku produkcyjnym;2015;65,9;%; 
2809022;Kiwity (2);w wieku produkcyjnym;2022;61,0;%; 
2809032;Lidzbark Warmiński (2);w wieku przedprodukcyjnym;2015;19,3;%; 
2809032;Lidzbark Warmiński (2);w wieku przedprodukcyjnym;2022;18,7;%; 
2809032;Lidzbark Warmiński (2);w wieku produkcyjnym;2015;65,9;%; 
2809032;Lidzbark Warmiński (2);w wieku produkcyjnym;2022;62,0;%; 
2809042;Lubomino (2);w wieku przedprodukcyjnym;2015;20,8;%; 
2809042;Lubomino (2);w wieku przedprodukcyjnym;2022;21,0;%; 
2809042;Lubomino (2);w wieku produkcyjnym;2015;63,7;%; 
2809042;Lubomino (2);w wieku produkcyjnym;2022;58,9;%; 
2809053;Orneta (3);w wieku przedprodukcyjnym;2015;17,9;%; 
2809053;Orneta (3);w wieku przedprodukcyjnym;2022;17,1;%; 
2809053;Orneta (3);w wieku produkcyjnym;2015;63,2;%; 
2809053;Orneta (3);w wieku produkcyjnym;2022;58,2;%; 
2809054;Orneta - miasto (4);w wieku przedprodukcyjnym;2015;17,3;%; 
2809054;Orneta - miasto (4);w wieku przedprodukcyjnym;2022;16,7;%; 
2809054;Orneta - miasto (4);w wieku produkcyjnym;2015;62,3;%; 
2809054;Orneta - miasto (4);w wieku produkcyjnym;2022;56,7;%; 
2809055;Orneta - obszar wiejski (5);w wieku przedprodukcyjnym;2015;19,4;%; 
2809055;Orneta - obszar wiejski (5);w wieku przedprodukcyjnym;2022;18,2;%; 
2809055;Orneta - obszar wiejski (5);w wieku produkcyjnym;2015;65,6;%; 
2809055;Orneta - obszar wiejski (5);w wieku produkcyjnym;2022;62,1;%; 
2810011;Mrągowo (1);w wieku przedprodukcyjnym;2015;17,2;%; 
2810011;Mrągowo (1);w wieku przedprodukcyjnym;2022;16,8;%; 
2810011;Mrągowo (1);w wieku produkcyjnym;2015;63,9;%; 
2810011;Mrągowo (1);w wieku produkcyjnym;2022;57,9;%; 
2810023;Mikołajki (3);w wieku przedprodukcyjnym;2015;17,6;%; 
2810023;Mikołajki (3);w wieku przedprodukcyjnym;2022;15,5;%; 
2810023;Mikołajki (3);w wieku produkcyjnym;2015;64,3;%; 
2810023;Mikołajki (3);w wieku produkcyjnym;2022;60,8;%; 
2810024;Mikołajki - miasto (4);w wieku przedprodukcyjnym;2015;15,6;%; 
2810024;Mikołajki - miasto (4);w wieku przedprodukcyjnym;2022;14,1;%; 
2810024;Mikołajki - miasto (4);w wieku produkcyjnym;2015;64,2;%; 
2810024;Mikołajki - miasto (4);w wieku produkcyjnym;2022;58,3;%; 
2810025;Mikołajki - obszar wiejski (5);w wieku przedprodukcyjnym;2015;19,2;%; 
2810025;Mikołajki - obszar wiejski (5);w wieku przedprodukcyjnym;2022;16,7;%; 
2810025;Mikołajki - obszar wiejski (5);w wieku produkcyjnym;2015;64,4;%; 
2810025;Mikołajki - obszar wiejski (5);w wieku produkcyjnym;2022;63,0;%; 
2810032;Mrągowo (2);w wieku przedprodukcyjnym;2015;19,4;%; 
2810032;Mrągowo (2);w wieku przedprodukcyjnym;2022;19,0;%; 
2810032;Mrągowo (2);w wieku produkcyjnym;2015;66,3;%; 
2810032;Mrągowo (2);w wieku produkcyjnym;2022;62,5;%; 
2810042;Piecki (2);w wieku przedprodukcyjnym;2015;19,2;%; 
2810042;Piecki (2);w wieku przedprodukcyjnym;2022;18,1;%; 
2810042;Piecki (2);w wieku produkcyjnym;2015;66,1;%; 
2810042;Piecki (2);w wieku produkcyjnym;2022;61,4;%; 
2810052;Sorkwity (2);w wieku przedprodukcyjnym;2015;21,5;%; 
2810052;Sorkwity (2);w wieku przedprodukcyjnym;2022;18,4;%; 
2810052;Sorkwity (2);w wieku produkcyjnym;2015;64,5;%; 
2810052;Sorkwity (2);w wieku produkcyjnym;2022;62,5;%; 
2811012;Janowiec Kościelny (2);w wieku przedprodukcyjnym;2015;20,5;%; 
2811012;Janowiec Kościelny (2);w wieku przedprodukcyjnym;2022;19,6;%; 
2811012;Janowiec Kościelny (2);w wieku produkcyjnym;2015;61,2;%; 
2811012;Janowiec Kościelny (2);w wieku produkcyjnym;2022;59,5;%; 
2811022;Janowo (2);w wieku przedprodukcyjnym;2015;20,4;%; 
2811022;Janowo (2);w wieku przedprodukcyjnym;2022;19,4;%; 
2811022;Janowo (2);w wieku produkcyjnym;2015;61,1;%; 
2811022;Janowo (2);w wieku produkcyjnym;2022;58,5;%; 
